abstract,access_type,article_number,authors,citing_paper_count,conference_dates,conference_location,content_type,doi,download_count,eisbn,eissn,end_page,html_url,index_terms,is_open_access,isbn,issn,issue,pdf_url,publication_date,publication_title,publication_year,publisher,start_page,title,volume
"High-voltage transmission lines are the backbone of the national grid and the foundation of the global energy Internet, which has a great impact on the security of the power grid. Transmission line inspection is a necessary means to timely and accurately identify faults and hidden dangers. In view of the problem of low efficiency, large workload and high safety risk for traditional manual inspecti...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",8582405,Lijun Huang; Dan Xu; Denghui Zhai,0,,,IEEE Conferences,10.1109/EI2.2018.8582405,293,,,4,,,False,,,,,20-22 Oct. 2018,2018 2nd IEEE Conference on Energy Internet and Energy System Integration (EI2),2018,IEEE,1,Research and Design of Space-Sky-Ground Integrated Transmission Line Inspection Platform Based on Artificial Intelligence,
"This review explores the current state of Explainable [::Artificial::] [::Intelligence::] (XAI). This study looks at current advances in XAI research, as well as challenges and the future. To accomplish this, the review will explore XAI literature on a wide range of topics, including current techniques, strategies, and applications. The review begins with an overview of XAI, including its definiti...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10184238,Ossama Embarak,0,,,IEEE Conferences,10.1109/ITT59889.2023.10184238,1071,,,113,,,False,,,,,24-25 May 2023,2023 9th International Conference on Information Technology Trends (ITT),2023,IEEE,108,Decoding the Black Box: A Comprehensive Review of Explainable Artificial Intelligence,
"The disruptive era has led to various adaptation efforts so that it has an impact on a shift from the old profession being replaced with a variety of new professions. Therefore, it is necessary to have an instrument that is able to measure the interest and profession of students in accordance with current needs. This study aims to build an e-application based on [::artificial::] [::intelligence::]...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9935885,Adrian; Sasmoko; Sonya Rapinta Manalu; Yasinta Indrianti,0,,,IEEE Conferences,10.1109/CITSM56380.2022.9935885,77,,,6,,,False,,,,,20-21 Sept. 2022,2022 10th International Conference on Cyber and IT Service Management (CITSM),2022,IEEE,1,P4AI: E-Application for Researching Student Interests based on Artificial Intelligence,
"The [::Artificial::] [::intelligence::] (AI) influences the carrier orientation process. Career consultants in youth career services should update their knowledge and skills about AI phenomena, job search process and changes of the labor market. The paper presents training materials and online tools for continues vocational education and training (CVET) of career consultants from youth career serv...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9579955,R. Petkov,0,,,IEEE Conferences,10.1109/ET52713.2021.9579955,274,,,4,,,False,,,,,15-17 Sept. 2021,2021 XXX International Scientific Conference Electronics (ET),2021,IEEE,1,"Digital Media Literacy, Artificial Intelligence and Modernization of Youth Career Services",
"Students are provided with an online training program Programming Skill Development. The Program conducts programming tests every day by which the students have to solve programming problems within the given time duration. Based on the solutions given by students, a daily report is generated by the online training program. Robotic Process Automation (RPA) can be effectively used to generate more r...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10060772,M. Somasundaram; V. Sumitra; Reddy S P Vijaya Vardan; B Sakthipriya; K Pavithra; M.K. Nivedha,0,,,IEEE Conferences,10.1109/ICERECT56837.2022.10060772,372,,,6,,,False,,,,,26-27 Dec. 2022,"2022 Fourth International Conference on Emerging Research in Electronics, Computer Science and Technology (ICERECT)",2022,IEEE,1,Monitoring and Facilitating Students Programming Skill Development using Robotic Process Automation (RPA) and Artificial Intelligence (AI)–A Case Study,
"To improve the quality of practical teaching and promote the synchronization of practical teaching and practice, the theory of [::artificial::] [::intelligence::] network is introduced into the evaluation of practical teaching quality, and the relevant mathematical model is established. Firstly, a perfect practical teaching evaluation index system is provided, and the related index system and qual...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9410017,Liu Huimin,0,,,IEEE Conferences,10.1109/ICMTMA52658.2021.00142,90,,,618,,,False,,,,,16-17 Jan. 2021,2021 13th International Conference on Measuring Technology and Mechatronics Automation (ICMTMA),2021,IEEE,615,Research on Practice Evaluation System of Higher Vocational Preschool Education Based on Artificial Intelligence,
"The model called CSAI-4-CPS is proposed to characterize the use of [::Artificial::] [::Intelligence::] in Cybersecurity applied to the context of CPS - Cyber-Physical Systems. The model aims to establish a methodology being able to self-adapt using shared machine learning models, without incurring the loss of data privacy. The model will be implemented in a generic framework, to assess accuracy ac...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9833618,Hebert de Oliveira Silva,0,,,IEEE Conferences,10.1109/DSN-S54099.2022.00032,490,,,48,,,False,,,,,27-30 June 2022,2022 52nd Annual IEEE/IFIP International Conference on Dependable Systems and Networks - Supplemental Volume (DSN-S),2022,IEEE,47,CSAI-4-CPS: A Cyber Security characterization model based on Artificial Intelligence For Cyber Physical Systems,
"Modern ways of learning require the use of innovative educational tools in all disciplines. The development of information and communication technology has provided an innovation known as the virtual laboratory. Such a type of educational tool will help students and their trainees. It will facilitate the experimental activity, which will lead to a better understanding of the subject matter by the ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9000417,Mariya Petrova; Desislava Atanasova,0,,,IEEE Conferences,10.1109/EAEEIE46886.2019.9000417,74,,,4,,,False,,,,,4-6 Sept. 2019,2019 29th Annual Conference of the European Association for Education in Electrical and Information Engineering (EAEEIE),2019,IEEE,1,Training through the implementation of a web-based laboratory for Artificial Intelligence exercises,
"The inadequacies of the traditional methods followed for the diagnosis of autism and the provision of general screening information with non-objective patient relatives observations cause the search for alternative early diagnosis. In addition, constraints on self-expression in young children have increased the need for direct data collection approaches through technological devices and wearable s...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9960148,Erol Duymaz; Alpaslan Durmuş; Berker Isık; Furkan Ciylan; M.Y. Bıçakçı; H. Kesat; Y.B. Bıçakçı; Burak Tatlı; Ş. Sezen Dursun,0,,,IEEE Conferences,10.1109/TIPTEKNO56568.2022.9960148,193,,,4,,,False,,,,,31 Oct.-2 Nov. 2022,2022 Medical Technologies Congress (TIPTEKNO),2022,IEEE,1,Early Diagnosis of Autistic Children with Eye Tracker and Artificial Intelligence Approach,
"This study is related to the integration of [::Artificial::] [::Intelligence::] approaches in the optimization of mechatronic products design. The purpose is to help designers to choose design parameters according to technical specifications and customers needs. Because of the high number of parameters and possible combinations, a heuristic based approach is investigated for optimization activity ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",5246283,Ouael Mouelhi; Pierre Couturier; Tanneguy Redarce,0,,,IEEE Conferences,10.1109/ICMA.2009.5246283,234,,,1736,,,False,,,,,9-12 Aug. 2009,2009 International Conference on Mechatronics and Automation,2009,IEEE,1731,An Artificial Intelligence approach for the multicriteria optimization in mechatronic products design,
"For indoor communication of next-generation wireless networks, the efficient and realistic analyzing tool is in an urgent demand. [::Artificial::] [::intelligence::] (AI) methods can be employed with simulated or real-world data to provide effective analysis of wireless channel characteristics in a computational way. However, those methods need to prepare a big valid data for model training. It li...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10226347,Kangbo Tan; Yingmei Lu; Ziwen Zhao; Dongsheng Wang; Bo Chen,0,,,IEEE Journals,10.1109/LAWP.2023.3307440,506,,,2987,,,False,,,12,,Dec. 2023,IEEE Antennas and Wireless Propagation Letters,2023,IEEE,2984,A Dual-Kernel Computational Framework for Artificial Intelligence-Based Indoor Communication Analysis,22
This paper presents the AI Task Allocation tool (ATA’) for allocating software requirements into versions using the [::artificial::] [::intelligence::] (AI) planning technique. A model using AI planning language is proposed for a software project representation containing a set of requirements and one or more development teams. The generated plan indicates the allocation of requirements considerin...,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9920079,Fernanda C. Pereira; Gerhard B. Neto; Luis F. De Lima; Fabiano Silva; Letícia M. Peres,0,,,IEEE Conferences,10.1109/RE54965.2022.00032,729,,,258,,,False,,,,,15-19 Aug. 2022,2022 IEEE 30th International Requirements Engineering Conference (RE),2022,IEEE,257,A Tool For Software Requirement Allocation Using Artificial Intelligence Planning,
"This paper mainly proposes and designs solutions to problems about early warning for drowning. The purpose is to carry out the planning of early warning for drowning by the use of [::artificial::] [::intelligence::] technology. By studying existing rescue systems for drowning and pertinent literature, combining the advantages of big data technology with the sore points of current early warning pro...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10175127,Shaotong Cai; Yumei Gan; Mingjing Feng,0,,,IEEE Conferences,10.1109/INSAI56792.2022.00049,184,,,227,,,False,,,,,14-15 Oct. 2022,2022 2nd International Conference on Networking Systems of AI (INSAI),2022,IEEE,222,Design-Based Research of Early Warning System for Drowning Based on Artificial Intelligence,
"In the era of big data and [::artificial::] [::intelligence::], English learning resources have become more abundant, and the ways for students to obtain English learning resources have become more convenient, which has prompted changes in the traditional teacher-centered English model. More and more higher education institutions and scholars focus on cultivating students’ autonomous English learn...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9457473,YAN CUI,0,,,IEEE Conferences,10.1109/ICBDIE52740.2021.00097,107,,,405,,,False,,,,,2-4 April 2021,2021 2nd International Conference on Big Data and Informatization Education (ICBDIE),2021,IEEE,402,Research on the Design of Lexical-chunks Centered Mode of Writing under Artificial Intelligence in College English Course,
